codigo_ocorrencia1,codigo_ocorrencia2,category_group,aeronave_fatalidades_total
53224,53224,Engine-Related Issues,0
51441,51441,Runway and Landing Issues,0
53610,53610,System or Component Failure,0
52697,52697,System or Component Failure,0
52283,52283,Loss of Control,0
50517,50517,Navigation and Air Traffic Issues,0
78948,78948,System or Component Failure,0
65528,65528,System or Component Failure,0
80001,80001,Runway and Landing Issues,0
77851,77851,Runway and Landing Issues,0
80389,80389,System or Component Failure,0
77768,77768,Engine-Related Issues,0
50322,50322,Runway and Landing Issues,0
77751,77751,Runway and Landing Issues,0
47083,47083,Runway and Landing Issues,0
79166,79166,System or Component Failure,0
60665,60665,Fuel-Related Issues,0
50213,50213,System or Component Failure,0
49515,49515,Others/Miscellaneous,0
80586,80586,Runway and Landing Issues,0
53000,53000,System or Component Failure,0
79675,79675,Others/Miscellaneous,0
65414,65414,Engine-Related Issues,0
81226,81226,System or Component Failure,0
77693,77693,Engine-Related Issues,0
80831,80831,System or Component Failure,0
53554,53554,Engine-Related Issues,0
77856,77856,Others/Miscellaneous,0
65272,65272,Others/Miscellaneous,0
78879,78879,Loss of Control,0
46984,46984,Weather-Related Issues,0
60846,60846,Navigation and Air Traffic Issues,0
47992,47992,Runway and Landing Issues,0
79593,79593,Runway and Landing Issues,0
80984,80984,Loss of Control,0
79705,79705,Engine-Related Issues,0
79148,79148,System or Component Failure,0
51339,51339,System or Component Failure,0
81241,81241,Loss of Control,0
53124,53124,Fire and Smoke Incidents,0
60603,60603,System or Component Failure,0
80507,80507,System or Component Failure,0
77749,77749,Fuel-Related Issues,0
49635,49635,System or Component Failure,0
78314,78314,Runway and Landing Issues,0
60836,60836,System or Component Failure,0
80520,80520,Navigation and Air Traffic Issues,0
80745,80745,Others/Miscellaneous,0
78992,78992,Health Factors,0
81093,81093,Weather-Related Issues,0
78553,78553,Fuel-Related Issues,0
51140,51140,Engine-Related Issues,0
52654,52654,Engine-Related Issues,0
53453,53453,Animal Collisions,0
49194,49194,Engine-Related Issues,0
78006,78006,Loss of Control,0
65569,65569,Engine-Related Issues,0
80675,80675,System or Component Failure,0
79185,79185,Engine-Related Issues,0
78961,78961,System or Component Failure,0
80015,80015,System or Component Failure,0
65494,65494,System or Component Failure,0
53004,53004,System or Component Failure,0
78764,78764,Runway and Landing Issues,0
49536,49536,Loss of Control,0
48104,48104,System or Component Failure,0
81081,81081,System or Component Failure,0
80916,80916,Runway and Landing Issues,0
49962,49962,System or Component Failure,0
47113,47113,System or Component Failure,0
60653,60653,Runway and Landing Issues,0
51325,51325,System or Component Failure,0
81621,81621,Runway and Landing Issues,0
48107,48107,System or Component Failure,0
80325,80325,Engine-Related Issues,0
81276,81276,Others/Miscellaneous,0
80979,80979,Loss of Control,0
77640,77640,Loss of Control,0
51338,51338,System or Component Failure,0
79302,79302,Loss of Control,0
78479,78479,Navigation and Air Traffic Issues,0
80676,80676,System or Component Failure,0
80333,80333,Runway and Landing Issues,0
49819,49819,Engine-Related Issues,0
51414,51414,Animal Collisions,0
52713,52713,System or Component Failure,0
47698,47698,Runway and Landing Issues,0
66696,66696,System or Component Failure,0
79300,79300,Animal Collisions,0
78015,78015,System or Component Failure,0
78018,78018,Loss of Control,0
66953,66953,Engine-Related Issues,4
49632,49632,System or Component Failure,0
65185,65185,System or Component Failure,0
52346,52346,System or Component Failure,0
77729,77729,Navigation and Air Traffic Issues,0
50978,50978,System or Component Failure,0
65878,65878,System or Component Failure,0
78767,78767,Engine-Related Issues,0
52282,52282,Engine-Related Issues,0
65446,65446,System or Component Failure,0
80592,80592,Navigation and Air Traffic Issues,0
80417,80417,Engine-Related Issues,0
77542,77542,System or Component Failure,0
78792,78792,Engine-Related Issues,0
52288,52288,Navigation and Air Traffic Issues,0
53275,53275,Others/Miscellaneous,0
66199,66199,Runway and Landing Issues,0
51764,51764,Others/Miscellaneous,0
53178,53178,Loss of Control,1
79381,79381,Animal Collisions,0
79004,79004,Loss of Control,0
80665,80665,Unknonw,0
66221,66221,Engine-Related Issues,0
53226,53226,System or Component Failure,0
77571,77571,Loss of Control,0
81539,81539,Navigation and Air Traffic Issues,0
81459,81459,System or Component Failure,0
60930,60930,Engine-Related Issues,0
79441,79441,Others/Miscellaneous,0
79134,79134,Runway and Landing Issues,0
79240,79240,Weather-Related Issues,0
66991,66991,Navigation and Air Traffic Issues,0
80960,80960,System or Component Failure,0
79072,79072,Fire and Smoke Incidents,0
50985,50985,Loss of Control,0
80431,80431,Animal Collisions,0
66757,66757,Runway and Landing Issues,0
79743,79743,Navigation and Air Traffic Issues,1
80513,80513,System or Component Failure,0
51031,51031,Fuel-Related Issues,0
53491,53491,Engine-Related Issues,0
78418,78418,System or Component Failure,0
79870,79870,Runway and Landing Issues,0
79555,79555,System or Component Failure,1
81176,81176,Engine-Related Issues,0
81339,81339,Runway and Landing Issues,0
49641,49641,System or Component Failure,0
50376,50376,System or Component Failure,0
79024,79024,Navigation and Air Traffic Issues,0
80409,80409,System or Component Failure,0
78812,78812,Unknonw,1
79206,79206,Loss of Control,2
77675,77675,Runway and Landing Issues,0
80455,80455,Loss of Control,0
81391,81391,Engine-Related Issues,0
77612,77612,Loss of Control,0
65934,65934,Loss of Control,2
79712,79712,Runway and Landing Issues,0
80307,80307,Runway and Landing Issues,0
66743,66743,Runway and Landing Issues,0
78916,78916,System or Component Failure,0
66253,66253,Runway and Landing Issues,0
80066,80066,System or Component Failure,0
52995,52995,Engine-Related Issues,0
80627,80627,Navigation and Air Traffic Issues,4
80224,80224,Others/Miscellaneous,0
78228,78228,System or Component Failure,0
46916,46916,Loss of Control,1
79243,79243,Runway and Landing Issues,0
60837,60837,Animal Collisions,0
53603,53603,Animal Collisions,0
80790,80790,System or Component Failure,0
67142,67142,Navigation and Air Traffic Issues,0
80599,80599,System or Component Failure,0
46874,46874,Runway and Landing Issues,0
81697,81697,Engine-Related Issues,0
53514,53514,System or Component Failure,0
77407,77407,Navigation and Air Traffic Issues,5
47084,47084,Animal Collisions,0
49534,49534,Navigation and Air Traffic Issues,0
78497,78497,Runway and Landing Issues,0
77910,77910,Unknonw,1
60861,60861,Runway and Landing Issues,1
53563,53563,Engine-Related Issues,0
80786,80786,Engine-Related Issues,0
79960,79960,System or Component Failure,0
49644,49644,Animal Collisions,0
48755,48755,Others/Miscellaneous,0
80174,80174,Runway and Landing Issues,0
80134,80134,System or Component Failure,0
77252,77252,Unknonw,3
80618,80618,System or Component Failure,0
78928,78928,Engine-Related Issues,0
53267,53267,Others/Miscellaneous,0
79565,79565,Engine-Related Issues,0
65546,65546,Engine-Related Issues,0
79301,79301,Navigation and Air Traffic Issues,1
79445,79445,Unknonw,0
80976,80976,Others/Miscellaneous,0
80861,80861,Engine-Related Issues,0
52974,52974,Loss of Control,0
79064,79064,Runway and Landing Issues,0
80450,80450,System or Component Failure,0
52699,52699,Others/Miscellaneous,0
50791,50791,Runway and Landing Issues,0
80267,80267,System or Component Failure,0
49529,49529,System or Component Failure,0
79055,79055,Engine-Related Issues,0
80666,80666,Runway and Landing Issues,0
80912,80912,Animal Collisions,0
78924,78924,System or Component Failure,0
78701,78701,Engine-Related Issues,0
50973,50973,Loss of Control,0
81361,81361,System or Component Failure,0
81476,81476,Loss of Control,0
80260,80260,System or Component Failure,0
81215,81215,System or Component Failure,0
78738,78738,Unknonw,0
80071,80071,Engine-Related Issues,0
53592,53592,System or Component Failure,0
50388,50388,System or Component Failure,0
51154,51154,Others/Miscellaneous,0
79102,79102,System or Component Failure,0
77616,77616,Engine-Related Issues,0
60770,60770,Navigation and Air Traffic Issues,0
81562,81562,System or Component Failure,0
81531,81531,Engine-Related Issues,0
47674,47674,Runway and Landing Issues,0
80809,80809,Navigation and Air Traffic Issues,0
53601,53601,Others/Miscellaneous,1
78528,78528,Runway and Landing Issues,0
65412,65412,System or Component Failure,0
80121,80121,System or Component Failure,0
81256,81256,Animal Collisions,0
79753,79753,Runway and Landing Issues,0
52273,52273,Engine-Related Issues,0
81246,81246,Navigation and Air Traffic Issues,0
78673,78673,System or Component Failure,0
78099,78099,Engine-Related Issues,0
81004,81004,Navigation and Air Traffic Issues,0
78996,78996,Engine-Related Issues,0
81172,81172,Runway and Landing Issues,0
77779,77779,System or Component Failure,0
66979,66979,Engine-Related Issues,0
80117,80117,System or Component Failure,0
78208,78208,System or Component Failure,0
78315,78315,System or Component Failure,0
79809,79809,System or Component Failure,0
81159,81159,Engine-Related Issues,0
66324,66324,Runway and Landing Issues,0
48078,48078,System or Component Failure,0
80839,80839,System or Component Failure,0
78972,78972,Runway and Landing Issues,0
60808,60808,System or Component Failure,0
80662,80662,Runway and Landing Issues,0
78719,78719,Engine-Related Issues,0
53416,53416,System or Component Failure,0
78935,78935,Navigation and Air Traffic Issues,0
79261,79261,System or Component Failure,0
80655,80655,Unknonw,0
52983,52983,Loss of Control,0
78247,78247,System or Component Failure,0
77687,77687,Navigation and Air Traffic Issues,1
52832,52832,Loss of Control,0
53412,53412,System or Component Failure,0
51326,51326,Engine-Related Issues,0
78568,78568,Weather-Related Issues,0
79338,79338,Runway and Landing Issues,0
79990,79990,Runway and Landing Issues,0
80156,80156,Runway and Landing Issues,0
53607,53607,Runway and Landing Issues,0
80144,80144,Runway and Landing Issues,0
51455,51455,Weather-Related Issues,0
79520,79520,Loss of Control,0
79017,79017,System or Component Failure,0
80338,80338,Loss of Control,0
80900,80900,Engine-Related Issues,0
79449,79449,Engine-Related Issues,0
66273,66273,Animal Collisions,0
46856,46856,System or Component Failure,0
53385,53385,System or Component Failure,0
81704,81704,System or Component Failure,0
80332,80332,Animal Collisions,0
81045,81045,System or Component Failure,0
52857,52857,Animal Collisions,0
81116,81116,Navigation and Air Traffic Issues,0
53152,53152,System or Component Failure,0
79510,79510,Loss of Control,1
50238,50238,Engine-Related Issues,4
78983,78983,System or Component Failure,0
66801,66801,Unknonw,0
66066,66066,Runway and Landing Issues,1
79245,79245,System or Component Failure,0
81344,81344,System or Component Failure,0
79256,79256,Engine-Related Issues,0
51517,51517,Fuel-Related Issues,0
78596,78596,Engine-Related Issues,0
78275,78275,Runway and Landing Issues,1
52933,52933,Engine-Related Issues,0
78429,78429,Loss of Control,0
80284,80284,Others/Miscellaneous,0
80315,80315,Runway and Landing Issues,0
53483,53483,System or Component Failure,0
77395,77395,Weather-Related Issues,0
80433,80433,Engine-Related Issues,0
80249,80249,System or Component Failure,0
81261,81261,Loss of Control,0
52636,52636,Runway and Landing Issues,0
80404,80404,Runway and Landing Issues,0
51344,51344,System or Component Failure,0
78339,78339,Navigation and Air Traffic Issues,0
52288,52288,Navigation and Air Traffic Issues,0
78445,78445,Engine-Related Issues,0
53002,53002,System or Component Failure,0
51002,51002,Engine-Related Issues,0
81740,81740,Engine-Related Issues,0
52639,52639,Loss of Control,0
78885,78885,System or Component Failure,0
79425,79425,Engine-Related Issues,0
60620,60620,Loss of Control,0
81150,81150,System or Component Failure,0
53493,53493,System or Component Failure,0
66991,66991,Navigation and Air Traffic Issues,0
66444,66444,Engine-Related Issues,0
81289,81289,Runway and Landing Issues,0
50431,50431,Others/Miscellaneous,0
77694,77694,Loss of Control,0
47011,47011,Runway and Landing Issues,0
79548,79548,System or Component Failure,0
80192,80192,Others/Miscellaneous,0
81285,81285,Loss of Control,0
60894,60894,Engine-Related Issues,0
77726,77726,Engine-Related Issues,0
52313,52313,Animal Collisions,0
78237,78237,System or Component Failure,0
47353,47353,System or Component Failure,0
79247,79247,System or Component Failure,0
65572,65572,Engine-Related Issues,0
50255,50255,System or Component Failure,0
60787,60787,Navigation and Air Traffic Issues,0
78031,78031,Navigation and Air Traffic Issues,0
51181,51181,System or Component Failure,0
80133,80133,System or Component Failure,0
65424,65424,Loss of Control,0
79454,79454,Weather-Related Issues,0
77421,77421,System or Component Failure,0
53572,53572,Loss of Control,0
78747,78747,Fuel-Related Issues,0
78054,78054,Health Factors,2
53073,53073,System or Component Failure,0
49953,49953,Others/Miscellaneous,0
81476,81476,Navigation and Air Traffic Issues,0
46866,46866,System or Component Failure,0
51017,51017,System or Component Failure,0
77995,77995,Runway and Landing Issues,0
81173,81173,System or Component Failure,0
80565,80565,Loss of Control,2
81140,81140,Engine-Related Issues,1
60672,60672,Animal Collisions,0
52334,52334,Engine-Related Issues,0
80515,80515,Engine-Related Issues,0
81133,81133,System or Component Failure,0
81537,81537,Loss of Control,0
46885,46885,System or Component Failure,0
66525,66525,System or Component Failure,0
50317,50317,Loss of Control,0
78898,78898,Runway and Landing Issues,0
81115,81115,Unknonw,0
80895,80895,System or Component Failure,0
80248,80248,Unknonw,0
53625,53625,Navigation and Air Traffic Issues,3
79471,79471,System or Component Failure,0
66075,66075,Runway and Landing Issues,0
77595,77595,Engine-Related Issues,0
53062,53062,System or Component Failure,0
79380,79380,System or Component Failure,0
78492,78492,System or Component Failure,0
80252,80252,Unknonw,0
77702,77702,Navigation and Air Traffic Issues,0
80911,80911,Navigation and Air Traffic Issues,0
79494,79494,Fuel-Related Issues,0
78067,78067,Weather-Related Issues,0
80561,80561,Engine-Related Issues,1
65192,65192,System or Component Failure,0
79167,79167,Engine-Related Issues,0
79606,79606,System or Component Failure,0
79641,79641,Fuel-Related Issues,0
52692,52692,System or Component Failure,0
81203,81203,System or Component Failure,0
81372,81372,System or Component Failure,0
60988,60988,Runway and Landing Issues,0
80854,80854,Unknonw,1
67048,67048,System or Component Failure,0
51672,51672,Loss of Control,0
79787,79787,System or Component Failure,0
53325,53325,Loss of Control,0
50348,50348,Loss of Control,1
81700,81700,System or Component Failure,0
47433,47433,Animal Collisions,0
67118,67118,Runway and Landing Issues,0
66524,66524,System or Component Failure,0
79128,79128,Fuel-Related Issues,1
60689,60689,Engine-Related Issues,0
52343,52343,Navigation and Air Traffic Issues,0
81403,81403,Engine-Related Issues,0
78202,78202,Loss of Control,0
77734,77734,Runway and Landing Issues,0
51596,51596,Fuel-Related Issues,0
52554,52554,System or Component Failure,0
77792,77792,Engine-Related Issues,0
51674,51674,Runway and Landing Issues,0
80853,80853,System or Component Failure,0
49233,49233,Engine-Related Issues,4
52958,52958,Runway and Landing Issues,1
66082,66082,Others/Miscellaneous,0
77961,77961,System or Component Failure,2
67155,67155,Animal Collisions,0
80941,80941,Runway and Landing Issues,0
49524,49524,Navigation and Air Traffic Issues,0
49594,49594,Engine-Related Issues,0
66937,66937,System or Component Failure,0
66842,66842,Weather-Related Issues,0
80840,80840,System or Component Failure,0
79143,79143,Engine-Related Issues,0
46812,46812,Runway and Landing Issues,0
81332,81332,Fire and Smoke Incidents,0
53499,53499,Runway and Landing Issues,0
53233,53233,Loss of Control,0
66780,66780,System or Component Failure,0
77642,77642,Weather-Related Issues,0
49694,49694,Navigation and Air Traffic Issues,0
81743,81743,System or Component Failure,0
51020,51020,System or Component Failure,0
80945,80945,Loss of Control,0
60713,60713,Engine-Related Issues,0
81018,81018,Engine-Related Issues,0
80230,80230,Runway and Landing Issues,0
77696,77696,Animal Collisions,0
80852,80852,System or Component Failure,0
79342,79342,Animal Collisions,0
80247,80247,Engine-Related Issues,0
78538,78538,Engine-Related Issues,0
79135,79135,System or Component Failure,0
78760,78760,System or Component Failure,0
81258,81258,Runway and Landing Issues,0
79699,79699,System or Component Failure,0
60783,60783,Runway and Landing Issues,0
79966,79966,Runway and Landing Issues,0
80503,80503,Runway and Landing Issues,0
77904,77904,Runway and Landing Issues,0
52758,52758,System or Component Failure,0
47116,47116,System or Component Failure,0
81457,81457,Others/Miscellaneous,0
79880,79880,System or Component Failure,0
80048,80048,System or Component Failure,0
66787,66787,Runway and Landing Issues,0
80338,80338,Runway and Landing Issues,0
66729,66729,System or Component Failure,0
80516,80516,Engine-Related Issues,0
50173,50173,System or Component Failure,0
52303,52303,Others/Miscellaneous,0
50271,50271,Navigation and Air Traffic Issues,0
47675,47675,System or Component Failure,0
80886,80886,System or Component Failure,0
81633,81633,Runway and Landing Issues,1
80335,80335,System or Component Failure,0
79866,79866,Fuel-Related Issues,0
79851,79851,Engine-Related Issues,0
49933,49933,Loss of Control,0
53356,53356,Loss of Control,0
79296,79296,System or Component Failure,0
81196,81196,Loss of Control,0
80261,80261,Runway and Landing Issues,0
78653,78653,Unknonw,0
79234,79234,Unknonw,2
79698,79698,System or Component Failure,0
52342,52342,Engine-Related Issues,0
77536,77536,Others/Miscellaneous,0
79079,79079,System or Component Failure,0
52852,52852,System or Component Failure,0
81128,81128,Runway and Landing Issues,0
79367,79367,System or Component Failure,0
67127,67127,Others/Miscellaneous,0
80968,80968,System or Component Failure,0
65766,65766,Animal Collisions,0
48096,48096,Runway and Landing Issues,0
48102,48102,Engine-Related Issues,0
81537,81537,Runway and Landing Issues,0
52761,52761,System or Component Failure,0
51535,51535,Runway and Landing Issues,0
65813,65813,System or Component Failure,0
78531,78531,Engine-Related Issues,0
79971,79971,Loss of Control,0
51740,51740,System or Component Failure,0
53168,53168,System or Component Failure,0
47057,47057,System or Component Failure,0
77830,77830,Loss of Control,0
80039,80039,System or Component Failure,0
81736,81736,System or Component Failure,0
49832,49832,Engine-Related Issues,0
51417,51417,Runway and Landing Issues,0
66437,66437,System or Component Failure,0
78397,78397,System or Component Failure,0
80962,80962,Engine-Related Issues,0
77250,77250,Others/Miscellaneous,0
78607,78607,Navigation and Air Traffic Issues,0
50373,50373,Runway and Landing Issues,0
80330,80330,Weather-Related Issues,0
81090,81090,Engine-Related Issues,0
79481,79481,System or Component Failure,0
81551,81551,Runway and Landing Issues,0
66527,66527,System or Component Failure,0
80367,80367,Loss of Control,0
80953,80953,System or Component Failure,0
51309,51309,System or Component Failure,0
49115,49115,Engine-Related Issues,0
78387,78387,Engine-Related Issues,0
51440,51440,Loss of Control,0
80364,80364,Runway and Landing Issues,0
77661,77661,Animal Collisions,0
53107,53107,System or Component Failure,0
79109,79109,Runway and Landing Issues,0
51179,51179,Engine-Related Issues,0
79595,79595,Loss of Control,0
78174,78174,System or Component Failure,0
48053,48053,Engine-Related Issues,0
49237,49237,Loss of Control,1
49754,49754,System or Component Failure,0
52858,52858,System or Component Failure,0
77689,77689,Loss of Control,0
80339,80339,Runway and Landing Issues,0
80920,80920,Loss of Control,0
78264,78264,System or Component Failure,0
79141,79141,System or Component Failure,0
78768,78768,Loss of Control,0
51591,51591,System or Component Failure,0
80361,80361,Runway and Landing Issues,0
79914,79914,System or Component Failure,0
80401,80401,System or Component Failure,0
81401,81401,Loss of Control,0
52753,52753,Engine-Related Issues,0
78939,78939,Engine-Related Issues,0
79226,79226,Runway and Landing Issues,0
80592,80592,Loss of Control,0
79798,79798,Engine-Related Issues,0
47062,47062,Loss of Control,0
81114,81114,Loss of Control,0
51531,51531,Engine-Related Issues,0
78627,78627,Runway and Landing Issues,0
47100,47100,Engine-Related Issues,0
46980,46980,Engine-Related Issues,0
48833,48833,Others/Miscellaneous,0
79400,79400,Animal Collisions,0
79356,79356,Runway and Landing Issues,0
77778,77778,Navigation and Air Traffic Issues,0
78776,78776,Loss of Control,3
53195,53195,System or Component Failure,5
81011,81011,Fuel-Related Issues,0
53075,53075,System or Component Failure,0
80757,80757,Unknonw,0
80093,80093,System or Component Failure,0
80142,80142,Engine-Related Issues,0
80546,80546,Runway and Landing Issues,0
53343,53343,System or Component Failure,0
47965,47965,Engine-Related Issues,0
78674,78674,Loss of Control,0
80418,80418,Engine-Related Issues,0
78187,78187,Weather-Related Issues,0
80735,80735,Runway and Landing Issues,0
48848,48848,Runway and Landing Issues,0
49262,49262,Animal Collisions,0
78906,78906,Unknonw,0
49493,49493,System or Component Failure,0
81123,81123,System or Component Failure,0
65358,65358,Engine-Related Issues,0
80480,80480,Runway and Landing Issues,0
79983,79983,Runway and Landing Issues,0
52231,52231,System or Component Failure,0
80702,80702,Navigation and Air Traffic Issues,0
77264,77264,Runway and Landing Issues,0
79104,79104,Unknonw,0
49620,49620,Loss of Control,0
80463,80463,System or Component Failure,0
48014,48014,Loss of Control,0
80506,80506,Runway and Landing Issues,0
78789,78789,Engine-Related Issues,0
80231,80231,Runway and Landing Issues,0
77896,77896,Navigation and Air Traffic Issues,0
80381,80381,Animal Collisions,0
47245,47245,Runway and Landing Issues,0
50792,50792,Engine-Related Issues,0
78868,78868,System or Component Failure,0
79948,79948,Engine-Related Issues,0
66670,66670,System or Component Failure,0
60667,60667,Runway and Landing Issues,0
61025,61025,Engine-Related Issues,0
47246,47246,System or Component Failure,0
80062,80062,Others/Miscellaneous,0
78409,78409,System or Component Failure,0
77351,77351,Runway and Landing Issues,0
50315,50315,Loss of Control,0
80914,80914,Engine-Related Issues,0
50805,50805,Runway and Landing Issues,1
79963,79963,Navigation and Air Traffic Issues,0
78258,78258,Others/Miscellaneous,0
79523,79523,Runway and Landing Issues,0
66362,66362,Runway and Landing Issues,0
81481,81481,System or Component Failure,0
78799,78799,Navigation and Air Traffic Issues,0
66771,66771,System or Component Failure,0
52318,52318,System or Component Failure,0
79605,79605,Engine-Related Issues,0
78979,78979,System or Component Failure,0
61003,61003,Runway and Landing Issues,0
80362,80362,Navigation and Air Traffic Issues,0
